Customer CodeToken / Fiat / NFT [Balance/NFT ID],
07049924,USD[0.0000913300000000]
Customer CodeToken / Fiat / NFT [Balance/NFT ID],
07049925,USDT[0.0000000050000000]
07049950,USDT[1.8236360000000000]
07049959,"DENT[1.0000000000000000],KIN[2.0000000000000000],USDT[0.0000000030433336],VND[0.0001043028447594]"
07049961,"APT[0.9998000000000000],USDT[1.2000000000000000]"
07049969,XRP[20255.7607644200000000]
07049977,"MASK[0.4498651500000000],USD[0.0037332534978102],USDT[0.4363952775000000]"
07049986,"LTC[0.0077000000000000],USDT[1.7524551900000000]"
07049987,"ETH[0.0005000000000000],TRX[0.0000030000000000],USDT[0.6784448100000000]"
07049995,"TRX[0.0000150000000000],USDT[0.4958935576155000]"
07049996,"APT[0.0070094800000000],DOGE[142.0731834100000000],TRX[0.0000180000000000],USDT[0.0000000085184769]"
07049999,USDT[0.6607247227500000]
07050005,"DENT[1.0000000000000000],USDT[0.0000000747901504]"
07050009,"APT[0.0000000030367064],BNB[0.0000000100000000]"
07050014,"AKRO[4.0000000000000000],ALPHA[1.0000000000000000],BAO[5.0000000000000000],BAT[1.0000000000000000],DENT[5.0000000000000000],FRONT[1.0000000000000000],GHS[1.3917522800000000],GRT[1.0000000000000000],KIN[6.0000000000000000],RSR[1.0000000000000000],TOMO[1.0000000000000000],TRX[8.0000000000000000],UBXT[4.0000000000000000],USDT[0.0000000031835755]"
07050020,USD[0.0000000158993428]
07050042,"TRX[0.0000160000000000],USDT[200.2000000000000000]"
07050046,USDT[0.0000000362362808]
07050047,USD[0.0024516098494509]
07050054,"BAO[1.0000000000000000],TRX[1.0000000000000000],USD[-0.0000278272882246],USDT[0.0000000004057432]"
07050065,USD[0.0073034800000000]
07050069,"APT[0.9796000000000000],AVAX[0.1000000000000000],USDT[0.1481055600000000]"
07050076,USD[0.0000000059220122]
07050079,"ALPHA[1.0000000000000000],BAO[1.0000000000000000],USDT[0.0000000033609274]"
07050085,APT[0.0000000073674387]
07050096,"FTT[3.9864493000000000],USDT[639.4278999591792000]"
07050100,"UBXT[1.0000000000000000],USDT[0.0000000068126680]"
07050105,"BNB[0.1956000000000000],ETH[0.0036000000000000]"
07050118,USD[112.2106335230000000]
07050123,"GHS[0.0000001100427766],USDT[0.0000000002214580]"
07050126,XRP[0.0089518900000000]
07050136,"AKRO[2.0000000000000000],BAO[4.0000000000000000],DENT[4.0000000000000000],ETHW[0.3954479200000000],FTT[416.0074982800000000],HT[162.4059356900000000],KIN[5.0000000000000000],TRX[103.4391768000000000],UBXT[3.0000000000000000],USD[0.0000000067897362],XRP[11077.9499412100000000]"
07050144,USD[3.1051737250000000]
07050150,"APT[0.0408185085667200],TRX[0.0000230000000000],USDC[19.0621425800000000],USDT[10.8808376224073445]"
07050154,USD[5.0000000000000000]
07050157,"ETH[0.0043632200000000],USD[0.4548316200000000]"
07050158,"TRX[0.0000150000000000],USDT[7.1905559875000000]"
07050165,"BAO[1.0000000000000000],BTC[0.0017620299831000],KIN[1.0000000000000000],TRX[0.0053163400000000],USD[0.0176001516564000]"
07050166,"UBXT[1.0000000000000000],USD[50.4404198142814419]"
07050174,"KIN[1.0000000000000000],USD[0.0000000370785125]"
07050175,USD[0.0000000004033252]
07050177,"TRX[0.0000080000000000],USDT[0.0000000012500000]"
07050189,USDT[0.0000000010000000]
07050194,"KIN[1.0000000000000000],UBXT[1.0000000000000000],USDT[0.0000000173881755]"
07050200,APT[0.0000000059000000]
07050203,"APT[0.0062000000000000],USDT[0.0575890000000000]"
07050204,"ALGO[0.0000000068045000],APT[0.0575637639181920],TRX[0.0000000006537000],USD[0.0069010430000000]"
07050207,"TRX[0.0000110000000000],USDT[88.2000000000000000]"
07050212,USD[2.4329712700000000]
07050216,"TRX[0.9298130000000000],USD[0.0000000007595980]"
07050221,"SWEAT[87174.5031206049940861],USDT[0.0000000097918729],XRP[33.2250534200000000]"
07050222,USDT[3.2437773000000000]
07050232,"BAO[2.0000000000000000],BTC[0.0159741884040651],ETH[0.0380816900000000],MATIC[0.0077212000000000],MKR[0.3589555700000000],SOL[0.0005270300000000],TRX[0.2730213700000000],UBXT[1.0000000000000000],USD[0.0009858302778160],USDT[0.0001763791922743]"
07050235,"USD[102.3513517659200000],USDT[0.0000000011432598]"
07050253,"TRX[0.0000310000000000],USD[0.0000000015251438],USDT[0.0000000038834501]"
07050278,"TRX[0.0000090000000000],USDT[2.4680072250000000]"
07050281,"BAO[1.0000000000000000],USDT[0.0000000569860358]"
07050284,USDT[4.0679680000000000]
07050288,ALGO[0.0000000025524874]
07050291,"ALGO[0.0000000081379000],ETH[0.0000000010124600],USD[0.0000112559649422]"
07050293,EUR[4.9811934532886042]
07050296,AUD[0.0000034318100433]
Customer CodeToken / Fiat / NFT [Balance/NFT ID],
07050306,"APE[1.0050262900000000],AUD[1.0925455800000000],AVAX[1.0050354700000000],KIN[1.0000000000000000],USD[0.1570069400000000]"
07050316,ALGO[0.0000000046028359]
07050317,USD[0.0445491210000000]
07050319,USDT[0.0000000057038892]
07050321,APT[0.0000000040000000]
07050333,"ALGO[0.0000000010225000],ETH[0.0000000100000000],TRX[0.0000000026784000],USDT[0.0000000067560000]"
07050343,USDT[0.0000000047323300]
07050344,"TRX[0.0864620000000000],USD[0.0000000076500000],USDC[19.0621425800000000]"
07050353,"ALPHA[1.0000000000000000],ETH[3.1593886400000000],HOLY[1.0035917700000000],HT[107.2680783600000000],LTC[16.0530644400000000],USD[0.0000000690042704],XRP[7840.3679144500000000]"
07050357,"APT[0.3761021100000000],BTC[0.0000000100000000],DMG[54.0055626100000000],USD[0.0000000058804375]"
07050362,"APT[0.1177669900000000],USD[0.0184192040382298],USDT[0.0000000025853980]"
07050364,"ALGO[0.0000000070639000],TRX[0.0000000141022693]"
07050373,"AUD[0.4529450883264360],BNB[0.0000000067925000]"
07050374,"USD[0.0000000685203871],USDT[0.5536449100000000]"
07050377,"APT[0.9634000000000000],TRX[0.0000280000000000],USD[0.6782331500000000],USDT[0.0000000119529804]"
07050385,"SOL[0.0090000000000000],TRX[0.4805710000000000],USDT[0.0000000032500000]"
07050386,USD[0.3403866000000000]
07050393,USDT[3.6729426000000000]
07050395,"APT[0.0000000040000000],BAO[2.0000000000000000]"
07050430,USDT[0.0062500000000000]
07050443,"TRX[0.0000160000000000],USDT[4.3379865250000000]"
07050444,USD[0.0000000168668026]
07050445,USD[0.0000000052000000]
07050449,"TRX[0.0000090000000000],USDT[0.0000000066250298]"
07050457,"ETH[0.0009362800000000],USD[6.1402709707000000],USDT[0.0040000000000000]"
07050471,"USD[0.0000000095110668],USDT[2.0645744400000000]"
07050473,AUD[0.0000000015111088]
07050482,TRX[0.0000110000000000]
07050486,USD[0.0000000002921510]
07050487,USD[0.0000000050000000]
07050489,USD[0.0051732512000000]
07050498,USDT[0.0000000065000000]
07050514,USDT[0.9006179000000000]
07050535,"ALEPH[0.0287829000000000],CAD[0.0000000034400000],SOL[298.3674400000000000],USD[0.0134539282641622],USDT[0.0056740000000000]"
07050543,"AKRO[2.0000000000000000],BAO[7.0000000000000000],DENT[1.0000000000000000],ETH[0.0000000060000000],GHS[1.5988394966754208],KIN[4.0000000000000000],UBXT[2.0000000000000000],USDT[0.0000000042362898]"
07050547,"BTC[0.0024531400000000],KIN[1.0000000000000000],USD[50.0000681166699912]"
07050552,"AKRO[1.0000000000000000],FTT[115.9159259000000000],NFT (508332473481189753)[1],TRX[0.0000010000000000],USDT[0.0000000074604340]"
07050561,"DOGE[8079.6402536500000000],TRX[12083.5000320000000000],USD[14572.7180887623250000]"
07050565,"USD[3191.8697362600000000],USDT[0.0000000092298960]"
07050579,USDT[0.3424713750000000]
07050592,APT[0.5000000000000000]
07050596,"NFT (420728465898655941)[1],USD[3273.16065464300000000000000000]"
07050599,"APT[40.0000005009723970],ETH[0.0074945700000000],UBXT[1.0000000000000000]"
07050609,USD[0.0000000065340000]
07050611,USD[0.0000460200000000]
07050623,GBP[10.0000000000000000]
07050628,"BNB[0.3100000000000000],USDT[2.9903792000000000]"
07050645,USD[0.0000000002921510]
07050648,"AKRO[1.0000000000000000],APT[6.0954357908883698],KIN[2.0000000000000000],MATH[1.0000000000000000],TRX[0.0000340064000000],USD[0.0000000581582376],USDT[3.0294530633590192]"
07050651,"AKRO[1.0000000000000000],ALPHA[1.0000000000000000],BAO[1.0000000000000000],DOGE[1.0000000000000000],FIDA[1.0000000000000000],TRX[1.0000000000000000],USD[0.0000000145504408],USDT[0.1570492000000000]"
07050660,"CRO[117.4962292680317200],SHIB[196097.5609756000000000],USDT[0.0000000010917776]"
07050669,SOL[2.9999000000000000]
07050683,"BUSD[1.0000000000000000],USD[18.0621425800000000]"
07050684,USD[19.0621425800000000]
07050688,USDT[0.0000000075000000]
07050690,"USD[0.0000000063880104],USDT[7.3849888400000000]"
07050696,"USD[0.0000000004836976],USDT[6.5709475850000000]"
07050707,USDT[1.3471501000000000]
07050709,BTC[0.0025927800000000]
07050715,USD[11533.4212770000000000]
07050716,ETH[0.0214813300000000]
Customer CodeToken / Fiat / NFT [Balance/NFT ID],
07050722,USD[0.0002632600000000]
07050732,"KIN[1.0000000000000000],SOL[0.0007048000000000],USDT[0.2874315365297716]"
07050745,"USD[28.6872841000000000],USDT[100.7100000037121730]"
07050748,"BAO[3.0000000000000000],DENT[1.0000000000000000],GBP[0.0001174679630710],KIN[1.0000000000000000],RSR[1.0000000000000000],TRU[1.0000000000000000],TRX[2.0000000000000000]"
07050760,USDT[1.9745933400000000]
07050791,"BNB[0.0100000000000000],ETH[0.0000000100000000],FTT[447.1000000000000000],TRX[0.3232070000000000],USD[0.2495636453625000]"
07050792,"FRONT[1.0000000000000000],VND[0.0039726413766480]"
07050794,"BAO[2.0000000000000000],DENT[3.0000000000000000],KIN[3.0000000000000000],VND[0.1639717456434505]"
07050810,"APT[0.0073738100000000],USD[1.9454345550000000],USDT[7.7347470633295353]"
07050822,"AKRO[1.0000000000000000],BAO[1.0000000000000000],BTC[0.0005836000000000],GBP[0.0001216678372007]"
07050834,"KIN[1.0000000000000000],TRX[0.0000120000000000],USDT[0.0065516400000000]"
07050839,"USD[0.0040074500000000],USDT[0.4700000000000000]"
07050852,"BTC[0.0002617500000000],USD[0.0009890417960292]"
07050856,USD[2195.7575297815588740]
07050864,USD[0.0029112953400000]
07050868,USDT[9.9475550750000000]
07050885,"USD[0.0000000029187065],USDT[0.0000000089018945]"
07050888,"APT[0.0000000078407800],USDT[0.0000000092053111]"
07050892,USDT[0.0000000015000000]
07050899,"APT[0.0010228000000000],USD[0.0000000032678920]"
07050900,USD[0.0037628029000000]
07050913,USD[0.0067303485000000]
07050918,"APT[0.0096000000000000],USD[0.0051411147000000],USDT[0.0404761100000000]"
07050923,"AUD[975.7727601110000000],BTC[0.0000922140000000]"
07050942,TRX[0.0000260000000000]
07050944,USDT[0.0000000045000000]
07050960,"ETH[0.0601551000000000],WRX[788.4329411000000000],XRP[44.0996826700000000]"
07050962,USDT[0.0000000005000000]
07050970,"BAO[5.0000000000000000],GALA[2515.1918099200000000],GBP[0.0000000053152640],KIN[6.0000000000000000],TRX[1.0000000000000000],UBXT[1.0000000000000000],USD[0.0000000030277510],XRP[205.3723166400000000]"
07050979,USDT[8.7948787500000000]
07050987,USDT[8.3200000000000000]
07051006,USD[0.0000000000783316]
07051018,USD[0.3792881800000000]
07051025,USDT[0.0000000070000000]
07051037,USD[0.0052006300000000]
07051068,USDT[3.8900000000000000]
07051076,"ETH[0.0000000055442295],USD[0.0000121036415709]"
07051081,USDT[2.2752494137500000]
07051082,"TRX[0.0101080000000000],USDT[3.8176822500000000]"
07051088,"TRX[0.0000300000000000],USDT[1.4640433400000000]"
07051111,USDT[5.3749276300000000]
07051112,USDT[0.0000000025000000]
07051115,USD[0.0000000099574072]
07051120,"BNB[0.0002153300000000],ETH[0.0008251400000000],HT[0.0713284400000000],USD[0.0000000042300000],USDT[0.0000000095228300]"
07051121,APT[0.0170000000000000]
07051136,"GMX[0.0072140000000000],USD[0.0093716850000000]"
07051137,"TRX[0.0000170000000000],USDT[0.0000000015479190]"
07051149,EUR[10.2914182000000000]
07051153,"AUD[0.0000151635920547],BTC[0.0044042400000000],DOGE[118.1784897000000000],ETH[0.1088231200000000],TRX[1.0738126600000000]"
07051158,"TRX[81212.9984860100000000],XRP[4519.7013502600000000]"
07051162,"DENT[1.0000000000000000],KIN[1.0000000000000000],TRX[0.3100770000000000],USD[0.9275345802226367]"
07051164,"USD[0.4130923088000000],USDT[0.0051630373380879]"
07051166,USD[0.0000000002921510]
07051171,USD[0.0000425800000000]
07051174,USD[50.0100000000000000]
07051179,ETH[0.0000000075400000]
07051191,USD[0.0000000072748618]
07051198,"BRZ[9.3635831275000000],BTC[0.0023000000000000]"
07051200,"BTC[0.0021584200000000],GBP[0.0001356412903648],RSR[1.0000000000000000],USD[0.0001606167112922]"
07051206,USD[0.0000425800528998]
07051220,USDT[0.0000000070000000]
Customer CodeToken / Fiat / NFT [Balance/NFT ID],
07051227,USD[0.0000001037049296]
07051233,"TRX[0.0000100000000000],USDC[52.2606677100000000],USDT[0.0000000000269507]"
07051247,USDT[0.7083000000000000]
07051250,"TRX[0.0000010000000000],USDT[0.2000000000000000]"
07051254,USD[0.6414016233000000]
07051256,GBP[20.0000000000000000]
07051263,"USD[0.0036960000000000],USDT[0.7200000000000000]"
07051277,BTC[0.0000068600000000]
07051290,USDT[0.0000000662537706]
07051303,USD[0.0029112953400000]
07051312,"BTC[0.0072000000000000],ETH[0.2770000000000000],USD[2.3975518273104064]"
07051313,"AUD[49.2217547759075684],TRX[1.0000000000000000]"
07051323,"KIN[1.0000000000000000],UBXT[1.0000000000000000],USD[0.0000000091550292],USDT[0.0000000028047086],XRP[19.2703627200000000]"
07051324,XRP[4553.1425570000000000]
07051327,USDT[0.0000000035000000]
07051328,"TRX[0.0000190000000000],USDT[0.0000000490953068]"
07051341,"BTC[0.0016000000000000],ETH[0.0720000000000000],USD[0.7048038155000000]"
07051344,"BAO[1.0000000000000000],KIN[1.0000000000000000],TRX[0.0000320000000000],USDT[0.2394218543006844]"
07051349,"RSR[1.0000000000000000],USD[2139.2095341289500000]"
07051351,"GBP[5.0960665859263053],KIN[1.0000000000000000]"
07051354,SOL[0.0040192800000000]
07051359,USD[320.0000000000000000]
07051371,USDT[1.4922816900000000]
07051380,EUR[0.0000000078834324]
07051396,USDT[0.0000000060000000]
07051397,"APT[0.0090000000000000],ETH[0.0750000000000000],USDT[4.6987222400000000]"
07051398,"AKRO[3.0000000000000000],APT[4.0000000000000000],BAO[15.0000000000000000],KIN[8.0000000000000000],UBXT[2.0000000000000000],USD[0.0000000107305351],USDT[23.9343780023133527]"
07051408,"BTC[0.1320483829136200],ETH[2.0336867466216500],USD[3226.5466374012683100]"
07051409,USD[6.1094775000000000]
07051427,"BTC[0.0015170500000000],ETH[0.0629398400000000],HT[0.0000000090126676],SOL[2.5221120300000000],USD[0.0000000674047634],USDT[25.1422838067070904],XRP[33.9038107400000000]"
07051445,"BAO[3.0000000000000000],BTC[0.0104317200000000],FTT[25.0000000000000000],KIN[1.0000000000000000],RSR[1.0000000000000000],TRX[2.0000000000000000],USD[0.0000718362659069],USDT[0.0001134018408588],XRP[0.0012964100000000]"
07051446,USDT[0.0000000090000000]
07051452,"APT[150.0000000000000000],FTT[81.9957320000000000],USDT[465.8993106500000000]"
07051455,USDT[0.0035575743685240]
07051470,XRP[10.0491613500000000]
07051472,"DMG[0.0821390000000000],USD[0.3869364158880000],USDT[570.3682457696930000]"
07051481,"AAVE[0.0000000039799970],APT[0.0000000083740511],AUD[0.0000000048948648],BRZ[0.0000000051892040],BTC[0.0000000082361721],ETH[0.0000000067365051],MXN[0.0000000027384123],SOL[0.0000000041814668],USD[0.0000000082484599],USDT[0.0009717598525840],WAXL[0.0000000080000000],XRP[0.0000000056578000]"
07051484,"GBP[0.0001117711536224],KIN[1.0000000000000000]"
07051485,"USD[0.4220472974000000],USDT[0.0043142900000000]"
07051504,USDT[0.0000000045000000]
07051515,USDT[0.0000000035000000]
07051523,USD[0.0000016271980136]
07051527,XRP[0.0000000100000000]
07051532,"GBP[0.5548250000000000],USD[3.6157637882713128]"
07051535,XRP[1751.0399390000000000]
07051539,"BTC[0.0000056000000000],ETH[0.0000450300000000],USDT[0.0000000097500000]"
07051541,"ETH[0.0007148900000000],TRX[0.0000600000000000]"
07051545,USDT[0.0000000090000000]
07051557,USD[11.4268068250000000]
07051560,"USD[0.0005791780000000],USDT[1.8120000000000000]"
07051568,"DMG[157.1000000000000000],USDT[0.0026571658510000]"
07051570,"ETH[0.0000003152000000],KIN[1.0000000000000000],UBXT[1.0000000000000000]"
07051577,APT[0.0460000000000000]
07051578,"AKRO[1.0000000000000000],BAO[2.0000000000000000],USDT[3008.7909487069000000]"
07051581,USDT[7.4015865500000000]
07051588,"AKRO[5.0000000000000000],ALPHA[1.0000000000000000],BAO[6.0000000000000000],DENT[6.0000000000000000],GHS[0.1278367000000000],HOLY[1.0014987800000000],KIN[8.0000000000000000],RSR[2.0000000000000000],TRU[1.0000000000000000],TRX[2.0000000000000000],UBXT[6.0000000000000000]"
07051595,USDT[0.0000000075000000]
07051632,"BAO[1.0000000000000000],KIN[1.0000000000000000],UBXT[2.0000000000000000],USD[0.0000000022674161]"
07051652,USDT[0.0000000045000000]
07051665,"BCH[5.0699375200000000],FTT[0.8918744800000000],ORBS[60205.8046713900000000],XRP[36026.3793644800000000]"
07051670,XRP[0.0000000100000000]
Customer CodeToken / Fiat / NFT [Balance/NFT ID],
07051671,USD[0.0000045050425579]
07051675,"GBP[0.0002201600000000],USD[0.0000000082649104],USDT[0.0000000000387045]"
07051683,"BAO[2.0000000000000000],TRX[0.0000060000000000],TRY[0.0000000672102427],USDT[0.0000000004556789]"
07051694,USDT[0.8100000000000000]
07051695,"AUDIO[1.0000000000000000],BAO[3.0000000000000000],FTT[2.2498903700000000],KIN[1.0000000000000000],TRX[1.0000000000000000],USD[0.0011900348606612],USDT[0.0003590384243753]"
07051712,TRX[0.0000170100000000]
07051716,"KIN[1.0000000000000000],USD[0.0000000080211200]"
07051721,"BUSD[1.0443674400000000],EUR[0.0000002191898927],USD[0.0000000041944436]"
07051722,"TRX[0.0000560000000000],USDT[96.0000000000000000]"
07051724,USDT[77.7384631324789248]
07051739,USDT[0.0000000045000000]
07051746,"APT[0.0000249557931491],TRX[0.0000000062959448],USDT[0.0000000021422216]"
07051753,"APT[0.0000000639866875],BAO[1.0000000000000000],SOL[0.0000000020000000]"
07051773,"TRX[0.0000350000000000],USD[0.3391256517625000]"
07051780,USDT[0.0000000045000000]
07051791,"EUR[5.0076647930505876],USD[0.26350867300000000000000000]"
07051800,"TRX[0.0000140000000000],USD[0.0146536668692806],USDT[0.0000000049029184]"
07051809,"BRL[4956.0000000000000000],BRZ[0.3074800000000000],USDT[1.1673105950000000]"
07051825,"FTT[29.9997439000000000],TRU[1.0000000000000000],TRX[0.7157880300000000],USD[1258.4029186097957118],XRP[5021.0663168400000000]"
07051830,USDT[0.0000000055000000]
07051831,"LTC[0.0000000066858560],USDT[0.0000001477132928]"
07051836,"APT[0.0000000675993990],BAO[1.0000000000000000],BNB[0.0000000067506275],KIN[1.0000000000000000],VND[0.0021725613666406]"
07051838,EUR[15.0000000000000000]
07051850,"TRX[0.0000010000000000],USDT[3155.9928214900000000]"
07051859,"TRX[0.0000220000000000],USD[0.1036454100000000]"
07051861,USD[0.0386371968750000]
07051870,"BAO[1.0000000000000000],GBP[0.0001037143338828]"
07051891,"TRX[0.0000060000000000],USDT[2.1794369913900000]"
07051897,"TRX[0.0000220000000000],USDT[0.0000000329993236]"
07051921,"BNB[0.0000000100000000],USD[1.1322598563171816]"
07051923,TRX[0.0000590000000000]
07051927,"AMZN[129.3380000000000000],BTC[0.0000000012350000],FB[1.8200000000000000],MSTR[12.0150000000000000],NVDA[7.3525000000000000],PFE[117.2800000000000000],USD[0.2659005732195995],USDT[0.0000000050000000]"
07051933,USDT[0.0000000060000000]
07051935,"BAO[3.0000000000000000],BTC[0.0053594300000000],ETH[0.0000000031469718],GBP[0.4640977704676417],KIN[1.0000000000000000],UBXT[1.0000000000000000]"
07051953,USD[0.0000000062440687]
07051957,BNB[0.0058000000000000]
07051958,"APT[0.0018462300000000],USDT[6.2200000096444251]"
07051962,"BAO[2.0000000000000000],BTC[0.0000026600000000],DENT[1.0000000000000000],GBP[7101.7925010649930953],KIN[1.0000000000000000],RSR[1.0000000000000000],TRX[1.0000000000000000],USDT[0.0193495043418065]"
07051980,USD[0.0000000050348795]
07051989,"TRX[0.9800330000000000],USD[0.0000000051500000]"
07051994,BTC[0.0012067700000000]
07051995,USDT[0.0000000005716020]
07051998,"BAO[1.0000000000000000],BTC[0.0356590607850000],XRP[0.0000050000000000]"
07052017,ETH[0.0000000031495901]
07052024,"AKRO[1.0000000000000000],APT[8.2874628100000000],BAO[1.0000000000000000],ETH[0.0167417200622932],KIN[4.0000000000000000],RSR[2.0000000000000000],TRX[2.0000000000000000],UBXT[3.0000000000000000],USD[0.0000133769067015],USDT[0.0000000052084979]"
07052026,"EUR[0.0049031600407747],USD[0.0034916444624656]"
07052033,"APT[0.0002000000000000],USD[2.5962712052000000]"
07052047,USDT[0.0000000040000000]
07052050,"USD[0.4665288905000000],USDT[0.0000000145947314]"
07052061,"APT[0.5133260800000000],USDT[0.2414070106821120]"
07052063,"BRZ[0.0700000000000000],BTC[8.9314624000000000],FTT[0.0493744600000000],TRX[1431.0000000000000000],USD[1.7579476921278218],USDT[0.6004047125102920]"
07052065,LTC[2.0000000000000000]
07052079,"HT[5665.8980160000000000],TRX[0.0000220000000000],USD[0.0000000012500000],USDC[12050.4056211400000000],USDT[0.0000000028215915]"
07052081,"USD[0.0000000106736619],USDT[10.0720958833168750]"
07052083,"TRX[1.1190120000000000],USDT[101.8849520422650960]"
07052086,USD[0.0000000195324573]
07052095,APT[0.0000000059979227]
07052113,BRZ[0.0270465799237699]
07052114,"TRX[0.0000210000000000],USDT[0.0100000000000000]"
07052117,"APT[0.0000980553000000],BAO[2.0000000000000000],TRX[1.0000150000000000],USDT[0.0000000229573919]"
07052121,"USD[0.5870622560000000],USDC[504.0000000000000000]"
Customer CodeToken / Fiat / NFT [Balance/NFT ID],
07052126,"ETH[0.0500000000000000],FTT[150.0755197700000000],TRX[3315.6707350000000000],USD[498.48488144076084880000000000],USDC[15137.5700000000000000]"
07052135,ETH[0.0475000000000000]
07052136,"TRX[0.0000240000000000],USDT[0.0187160000000000]"
07052138,"AKRO[2.0000000000000000],BAO[1.0000000000000000],DENT[1.0000000000000000],KIN[1.0000000000000000],USD[0.0000000640755335]"
07052161,"AKRO[1.0000000000000000],BTC[0.0000000100000000],USD[0.0000856117054780]"
07052175,GHS[2.0000000000000000]
07052185,XRP[7.2137907900000000]
07052196,"BTC[0.0002000050176929],ETH[0.0000000061430099],EUR[0.0000000102199062],USD[0.7143125771644435],USDT[0.0000000023853020]"
07052201,USD[0.0000457450250000]
07052212,USDT[0.0000000050000000]
07052222,USDT[0.0199338500000000]
07052232,USD[0.0530225800000000]
07052237,USD[0.0000000060947824]
07052239,"USD[5.54795690400000000000000000],XRP[86046.6640797400000000]"
07052242,USDT[0.0000000045000000]
07052254,USD[0.3653680000000000]
07052261,USDT[5.2555500000000000]
07052265,USD[4.1257300000000000]
07052284,USDT[1198.7100000000000000]
07052292,"APT[0.0000000020000000],SOL[1.2113327005258572]"
07052294,"APT[0.0100000000000000],TRX[0.0000000010400000]"
07052295,"BADGER[0.0097600000000000],BNT[0.0668600000000000],C98[0.9000000000000000],DMG[1790.7545800000000000],TRX[0.0000280000000000],USD[0.1260989997341728],USDT[1.1005742303932946]"
07052297,"APT[0.0689146000000000],USDT[0.0000000225136920]"
07052302,TRX[0.0000330000000000]
07052305,"BCH[0.0001193800000000],BNB[0.0001071600000000],ETH[0.0001005200000000],LINK[0.0015263900000000],USDT[0.4838207785000000],XRP[0.1406339600000000]"
07052314,TRX[0.0000000100000000]
07052330,"BCH[4.1473580800000000],XRP[10651.3705739900000000]"
07052347,ETH[0.0047560003329200]
07052350,"BTC[0.0459923860000000],USD[723.6758508905700000]"
07052362,AAVE[41.1955415400000000]
07052367,USDT[0.0000000040000000]
07052381,USDT[15.0143904400000000]
07052390,"BAO[2.0000000000000000],DENT[1.0000000000000000],KIN[5.0000000000000000],TRX[0.0000140000000000],UBXT[1.0000000000000000],USDT[68.7206546403631485]"
07052403,KIN[26232.8883200000000000]
07052408,"BAO[3.0000000000000000],BTC[0.0005793500000000],GBP[0.0000388398189161],KIN[3.0000000000000000],TRX[1.0000000000000000]"
07052420,USD[0.0049601018496666]
07052422,USDT[9.2000000000000000]
07052446,USD[100.0000000000000000]
07052448,"DOGE[11.0000000000000000],TRX[0.0000060000000000],USD[0.0820722620000000],USDT[80.0000000000000000]"
07052474,USDT[2033.7989428500000000]
07052479,"TRX[0.0000040000000000],USDT[1.1702720000000000]"
07052507,TRX[0.0000100000000000]
07052519,"AKRO[2.0000000000000000],BAO[4.0000000000000000],CHZ[1.0000000000000000],GBP[0.0000004299866482],KIN[3.0000000000000000],SXP[1.0000000000000000]"
07052528,BTC[0.0000293600000000]
07052533,USD[0.0000000003574090]
07052538,USDT[0.0733848791024712]
07052559,LTC[0.0000000100000000]
07052567,USD[0.0000792126531138]
07052569,"BRZ[0.0030575536554000],BTC[0.0000004000000000]"
07052587,XRP[0.1371413200000000]
07052589,USD[544.1313361139000000]
07052599,USDT[0.0000000053293000]
07052601,USDT[0.0000000095000000]
07052615,"BRZ[0.1872000000000000],TRX[0.0000130000000000],USDT[0.0000000060000000]"
07052630,EUR[5.0138135679934513]
07052639,USDT[0.0000000020000000]
07052645,"BTC[0.0000996580000000],USD[40.8210433250000000],USDT[0.0000000029125069]"
07052650,"DENT[1.0000000000000000],USD[0.0100000034481705],XRP[112.3047988100000000]"
07052654,"TRX[0.0000070000000000],USDT[27.7200000000000000]"
07052660,EUR[0.0000000155209116]
07052673,USDT[0.0000000060000000]
Customer CodeToken / Fiat / NFT [Balance/NFT ID],
07052677,USDT[0.0000000050000000]
07052681,USD[0.0000000050000000]
07052683,USDT[0.0000000040000000]
07052691,"BTC[0.0000745600000000],USD[0.0009819141039825],USDT[0.0000000077990000]"
07052694,"TRX[0.0000060000000000],USDT[2.3478953687500000]"
07052699,"ETHW[10.0000000000000000],KIN[1.0000000000000000],USDT[29.1265075000000000]"
07052700,XRP[97112.7616864200000000]
07052702,USD[0.0000000050000000]
07052709,"BTC[0.0000068000000000],USDT[0.0000000093600000]"
07052715,"APT[0.0054000000000000],BNB[0.0055869600000000],USDT[3.7153366500000000]"
07052718,"FTT[0.0806424776131234],HT[0.0000001700000000],USD[0.7578919453900000],USDT[0.0000000098306682]"
07052723,"FTT[150.3478344100000000],TRX[0.0000500000000000],USD[-1314.34931193591450000000000000],USDT[5336.8503302567894651]"
07052732,ETH[0.1000000000000000]
07052743,USD[0.0000000070723840]
07052754,GBP[0.0000853546411527]
07052757,TRX[0.0000180000000000]
07052768,"BTC[0.0061545800000000],TRU[1.0000000000000000],USDT[0.0000000019626380]"
07052774,"TRX[7.6152995700000000],USDT[0.0000000027892876]"
07052777,"MATIC[0.0000000080000000],TRX[798.9766211506660670],USDT[0.0000000021330033]"
07052778,"EUR[0.0094900637475413],SOL[0.1659630100000000]"
07052786,USDT[0.0000000090000000]
07052790,"APT[0.0000009457398300],USD[0.0072607783870055],USDT[0.0000001602862640]"
07052796,"APT[0.0000003000000000],CRO[0.0005324000000000],GBP[0.0004782829712920],LINK[15.1528765501000000],USD[0.0045137073545763]"
